label,text,predicted_class
1,new zealand party leader meet caucus start negotiation talk,True
1,taiwan seek build soft power retooled southbound policy,True
1,canada sends troop u border deal illegals asylum seeker running trump new policy immigration,True
1,irish pm say may speech genuine effort move thing forward,True
0,new york time weasel behind alleged comey memo admits lyin brian williams never actually saw memo video,Fake
1,catalan government say 90 percent voted leave spain,True
1,factbox humanitarian crisis bangladesh 313000 rohingyas flee myanmar,True
0,unpopular hillary host rally empty charlotte,Fake
0,video trump cnn anderson cooper people trust,Fake
0,libertarian presidential candidate gary johnson embrace every manufactured liberal crisis black life matter global warming colonization mar video,Fake
1,kurdistan region refuse hand border crossing iraqi government rudaw,True
0,sunday screening counter intelligence deep state,Fake
0,milwaukee art museum display huge portrait pope francis made condom,Fake
1,qatar emir urge dialogue trump say dispute resolved quickly,True
0,pro hillary saudi prince gave american great reason vote trump,Fake
1,six people believed injured suspected london acid attack,True
0,support bern new number show obama stole extra 6 month income average working american since bush year,Fake
1,mexico ex first lady leaf opposition party presidency bid,True
0,key trump advisor elton john perform inauguration first american president u history enters white house pro gay right stance,Fake
1,china amend party constitution october congress,True
1,german content national direction ahead vote survey,True
0,danish city overrun muslim migrant make pork mandatory municipal menu,Fake
1,boiler room frog slowly boil ep 40,True
0,question answer sandy hook shooter known fbi prior school massacre,Fake
0,kellyanne conway delivers knock punch smug jake tapper cnn town hall forum video,Fake
1,trump seek tougher sanction prod north korea negotiation,True
0,liberal rag newsweek hit piece calling trump lazy boy social medium hit back video,Fake
0,crazy video anarchist try burn american flag something awesome happens video,Fake
0,shock system new poll say trump beat hillary,Fake
0,lol trigger liberal halloween make costume tasteless,Fake
0,coke zero went wrong marco rubio brand,Fake
0,putin steal famous president bush quote forceful denial russian interference u election make surprising announcement relation u,Fake
1,afghanistan forgotten,True
1,china push greater cooperation graft terrorism interpol meeting,True
0,patrick hesher dni,Fake
0,alt left vandalizes catholic saint statue statue come,Fake
0,nothing big mac donald trump jr caught latest russiamania ragbag,Fake
1,pay 2 play democratic convention end amid controversy,True
1,turkish family pakturk school director abducted pakistan right group,True
0,trump right cnn fake news federal judge rule cnn fake news case may acted actual malice,Fake
0,enablers live glass house hillary embracing porn star,Fake
0,flashback undercover video show hillary telling top donor stopped using email many investigation would want email imagine,Fake
0,talentless gigi hadid make ridiculous apology mocking immigrant melania accent believe melania understands show business,Fake
1,vietnam seek death penalty embezzlement ex chairman state energy firm,True
1,syria,True
1,britain call myanmar leader show lead ending violence,True
0,baltimore brace chaos mistrial declared freddie gray case,Fake
0,factory worker rip speaker paul ryan nothing congress video,Fake
1,tokyo governor koike need big change monetary policy,True
0,sweden brink collapse gun purchase way pepper spray selling muslim beating non muslim street,Fake
0,hilarious leonardo dicaprio outed climate change hypocrite,Fake
1,kuwait order north korea ambassador leave within month,True
0,indiana black male fire several shot truck make america great,Fake
1,china tell japan abandon dialogue north korea,True
0,syrian refugee spreading catastrophic outbreak flesh eating disease host nation disease difficult detect refugee coming u,Fake
1,trump praise response puerto rico say crisis straining budget,True
1,bundy ranch standoff defendant prepare trial nevada,True
0,well,Fake
1,syria kurd hold historic vote message assad,True
1,eu tusk say ready ramp sanction north korea,True
1,islamic state loses al mayadeen eastern syria military source,True
0,senate democrat plan force gun control amendment gop bill repeal obamacare,Fake
1,ukraine expels another russian journalist coverage,True
0,beau biden widow affair married brother,Fake
1,islamic state claim attack damascus police center,True
1,european ambassador u back iran nuclear pact,True
1,come italy refugee work free italy interior minister fed financial burden citizen,True
0,must watch video deep state war trump democrat cheer video,Fake
1,russian security service say dismantles islamic state sleeper cell,True
1,german anti immigrant candidate walk tv debate,True
0,law enforcement high alert following threat cop white 9 11by blacklivesmatter fyf911 terrorist video,Fake
0,foreign born alien 4 felony arrested brutal beating rape woman helping,Fake
1,body 16 migrant found libya eastern desert official,True
0,arrogant former illegal alien brag using fake s number,Fake
1,serbia accuses world double standard catalonia kosovo,True
0,marco rubio called irresponsible buying fishing boat hillary buy mansion ny run senate cricket,Fake
0,msnbc tweet terrifying video cop dragged thug car,Fake
1,u urge iraq kurdistan call independence referendum,True
1,germany may agree new coalition next year merkel ally,True
1,illegal miner south africa swallow gold condom,True
1,eu commission say changed position catalonia,True
0,local sheriff escorting school kid allowed bring gun theater,Fake
1,mid summer anger oliver stone wax u establishment russia conspiracy theory,True
0,oops ukraine caught colluding democrat help hillary win election president poroshenko scrambling repair damage trump,Fake
1,marseille attack suspect shown tunisian passport police prosecutor,True
1,dutch prime minister enormous devastation saint martin,True
0,muslim miss universe contestant ignores competition rule candidate must follow make rule,Fake
0,foot soldier obama war cop arrested plan use rocket launcher thwarted,Fake
0,trump attack hillary world class liar,Fake
1,police tear gas kenyan vote protester crowd gather city,True
0,ron paul sum obama fakepresidency one brutal facebook post,Fake
1,philippine leader say way deal islamist rebel,True
1,south korea parliament chief tell north korea resume missile talk ifax,True
1,save child suspends migrant rescue mediterranean,True
0,ny firefighter hold touching flag removal ceremony commissioner order u flag removed fire truck insane reason video,Fake
1,yahoo cave nsa,True
1,erdogan say turkey working syria rebel implement idlib accord,True
1,trump host singapore prime minister oct 23 white house,True
